Entry ID,Source Organism,Accession Code(s)
,Xenopus laevis,P02281
,Homo sapiens,
,Xenopus laevis,P06897
1P3L,Homo sapiens,
,Xenopus laevis,P84233
,Xenopus laevis,P62799
,Xenopus laevis,P06897
,Xenopus laevis,P02281
1P3M,Homo sapiens,
,Xenopus laevis,P84233
,Xenopus laevis,P62799
,Xenopus laevis,P02281
,Xenopus laevis,P06897
1P3O,Homo sapiens,
,Xenopus laevis,P62799
,Xenopus laevis,P06897
,Xenopus laevis,P02281
,Xenopus laevis,P84233
1P3P,Homo sapiens,
,Xenopus laevis,P62799
,Xenopus laevis,P06897
,Xenopus laevis,P84233
,Xenopus laevis,P02281
1P7Q,Homo sapiens,P04439
,Homo sapiens,P61769
,,P12499
,Homo sapiens,Q8NHL6
1P8V,Homo sapiens,P07359
,Homo sapiens,P00734
,Homo sapiens,P00734
1P9M,Homo sapiens,P40189
,Homo sapiens,P05231
,Homo sapiens,P08887
1PAU,Homo sapiens,P42574
,Homo sapiens,P42574
1PG7,"Mus musculus, Homo sapiens",P01857
,"Mus musculus, Homo sapiens",Q7Z3Y4
,Mus musculus,G0YP42
,Mus musculus,P01863
1PK6,Homo sapiens,P02745
,Homo sapiens,P02746
,Homo sapiens,P02747
1PYO,Homo sapiens,P42575
,Homo sapiens,P42575
,Saccharomyces cerevisiae S288C,P36114
1PYW,Homo sapiens,P01903
,Homo sapiens,P01911
,,P03437
,Staphylococcus aureus subsp. aureus Mu50,P0A0L3
1Q1J,Homo sapiens,
,Homo sapiens,
,,P05877
1Q94,Homo sapiens,P04439
,Homo sapiens,P61769
,Human immunodeficiency virus type 1 (Z2/CDC-Z34 ISOLATE),P12499
1QBV,Homo sapiens,P00734
,Homo sapiens,P00734
,Hirudo medicinalis,P28504
1QDU,Homo sapiens,Q14790
,Homo sapiens,Q14790
1QEW,Homo sapiens,P04439
,Homo sapiens,P61769
,Homo sapiens,P43357
1QFW,Homo sapiens,P01215
,Homo sapiens,P0DN86
,Mus musculus,P01660
,Mus musculus,P01750
,Mus musculus,P01660
,Mus musculus,P18526
1QHR,Homo sapiens,P00734
,Homo sapiens,P00734
,Hirudo medicinalis,P01050
1QJ1,Homo sapiens,P00734
,Homo sapiens,P00734
,Hirudo medicinalis,P01050
1QJ6,Homo sapiens,P00734
,Homo sapiens,P00734
,Hirudo medicinalis,P01050
1QJ7,Homo sapiens,P00734
,Homo sapiens,P00734
,Hirudo medicinalis,P01050
1QLF,Mus musculus,P01899
,Homo sapiens,P61769
,Respirovirus muris,P04857
1QMZ,Homo sapiens,P24941
,Homo sapiens,P20248
,Homo sapiens,
1QQD,Homo sapiens,P10321
,Homo sapiens,P61769
1QR1,Homo sapiens,P04439
,Homo sapiens,P61769
,,P04626
1QRN,Homo sapiens,P04439
,Homo sapiens,P61769
,Homo sapiens,P01848
,Homo sapiens,
1QSE,Homo sapiens,P04439
,Homo sapiens,P61769
,Homo sapiens,
,Homo sapiens,
1QSF,Homo sapiens,P04439
,Homo sapiens,P61769
,Homo sapiens,P01848
,Homo sapiens,
1QTN,Homo sapiens,Q14790
,Homo sapiens,Q14790
1QUR,Homo sapiens,P00734
,Homo sapiens,P00734
1QVO,Homo sapiens,P04439
,Homo sapiens,P61769
,Human immunodeficiency virus 1,P04602
1R1L,Homo sapiens,P01008
1R42,Homo sapiens,
,Homo sapiens,
,Homo sapiens,Q9BYF1
,Homo sapiens,
,Homo sapiens,
1R4L,Homo sapiens,
,Homo sapiens,Q9BYF1
,Homo sapiens,
,Homo sapiens,
,Homo sapiens,
1R4M,Homo sapiens,Q13564
,Homo sapiens,Q8TBC4
,Homo sapiens,Q15843
1R4N,Homo sapiens,Q13564
,Homo sapiens,Q8TBC4
,Homo sapiens,Q15843
1R5I,Homo sapiens,P01903
,Homo sapiens,P01911
,,P11133
,Metamycoplasma arthritidis,Q48898
1RDT,Homo sapiens,P19793
,,Q15788
,Homo sapiens,P37231
,,Q92793
1RE3,Homo sapiens,P02671
,Homo sapiens,P02675
,Homo sapiens,P02679
1RE4,Homo sapiens,P02671
,Homo sapiens,P02675
,Homo sapiens,P02679
1RF0,Homo sapiens,P02671
,Homo sapiens,P02675
,Homo sapiens,P02679
1RF1,Homo sapiens,P02671
,Homo sapiens,P02675
,Homo sapiens,P02679
1RHK,Homo sapiens,P42574
,Homo sapiens,P42574
1RIW,Homo sapiens,P00734
,Homo sapiens,P00734
,Homo sapiens,P00734
,Hirudo medicinalis,P28504
1RQQ,Homo sapiens,P06213
,Rattus norvegicus,Q9Z200
1RZJ,Human immunodeficiency virus 1,P04578
,Homo sapiens,P01730
,Homo sapiens,
,Homo sapiens,
1RZK,Human immunodeficiency virus 1,P35961
,Homo sapiens,P01730
,Homo sapiens,
,Homo sapiens,
1S32,Homo sapiens,
,Xenopus laevis,P84233
,Xenopus laevis,P62799
,Xenopus laevis,P06897
,Xenopus laevis,P02281
1S78,Mus musculus,Q7Z3Y4
,Homo sapiens,P04626
,Mus musculus,
1S8D,Homo sapiens,P04439
,Homo sapiens,P61769
,,O11818
1S9K,,
,Homo sapiens,Q13469
,Homo sapiens,P01100
,Homo sapiens,P05412
1S9V,Homo sapiens,P01909
,Homo sapiens,P01920
1S9W,Homo sapiens,P04439
,Homo sapiens,P61769
,,P78358
1S9X,Homo sapiens,P04439
,Homo sapiens,P61769
1S9Y,Homo sapiens,P04439
,Homo sapiens,P61769
1SB1,Homo sapiens,P00734
,Homo sapiens,P00734
,,P28504
1SEB,Homo sapiens,P01903
,Homo sapiens,P01911
,Homo sapiens,
,Staphylococcus aureus,P01552
1SJE,Homo sapiens,P01903
,Homo sapiens,P01911
,,P12495
,Staphylococcus aureus,P0A0L5
1SJH,Homo sapiens,P01903
,Homo sapiens,P01911
,synthetic construct,P12495
,Staphylococcus aureus,P0A0L5
1SR5,Homo sapiens,P01008
,Homo sapiens,P00734
,Homo sapiens,P00734
1SUV,Homo sapiens,P02786
,Homo sapiens,P02787
,Homo sapiens,
1SY6,Mus musculus,
,Mus musculus,Q6PJA7
,Homo sapiens,"P09693, P07766"
1SYS,Homo sapiens,P01889
,Homo sapiens,P61769
,,Q9Y5X3
1SYV,Homo sapiens,P01889
,Homo sapiens,P61769
,,Q9TQB0
1T08,Homo sapiens,P35222
,Homo sapiens,Q9NSA3
,Homo sapiens,P25054
1T0J,Rattus norvegicus,Q8VGC3
,Rattus norvegicus,Q8VGC3
,Homo sapiens,Q13936
1T1W,Homo sapiens,P04439
,Homo sapiens,P61769
,,O11822
1T1X,Homo sapiens,P04439
,Homo sapiens,P61769
1T1Y,Homo sapiens,P04439
,Homo sapiens,P61769
1T1Z,,
,Homo sapiens,P04439
,Homo sapiens,P61769
1T20,Homo sapiens,P04439
,Homo sapiens,P61769
1T21,Homo sapiens,P04439
,Homo sapiens,P61769
1T22,Homo sapiens,P04439
,Homo sapiens,P61769
1T2K,,
,Homo sapiens,Q14653
,Homo sapiens,P05412
,Homo sapiens,P15336
1T4U,Homo sapiens,P00734
,Homo sapiens,P00734
,Hirudo medicinalis,P28504
1T4V,Homo sapiens,P00734
,Homo sapiens,P00734
,Hirudo medicinalis,P28504
1T5W,Homo sapiens,P01903
,Homo sapiens,P01911
,,P27705
1T5X,Homo sapiens,P01903
,Homo sapiens,P01911
,,P27705
,Staphylococcus aureus,P0A0L5
1T9G,Homo sapiens,P38117
,Homo sapiens,P11310
,Homo sapiens,P13804
1TB6,Homo sapiens,P00734
,Homo sapiens,P00734
,Homo sapiens,P01008
1TBZ,Homo sapiens,P00734
,Homo sapiens,P00734
,Hirudo medicinalis,P09945
1THR,Homo sapiens,P00734
,Homo sapiens,P00734
,Hirudinaria manillensis,P26631
1THS,,
,Homo sapiens,P00734
,Homo sapiens,P00734
1TJG,Homo sapiens,
,Homo sapiens,
,,Q75760
1TJH,Homo sapiens,
,Homo sapiens,
,,P04580
1TJI,Homo sapiens,
,Homo sapiens,
,,P04580
1TMB,Homo sapiens,P00734
,Homo sapiens,P00734
,,P09945
,Theonella sp.,NOR00471
1TMC,Homo sapiens,P04439
,Homo sapiens,P61769
1TMT,Homo sapiens,P00734
,Homo sapiens,P00734
,,P01050
,,P28504
1TMU,Homo sapiens,P00734
,Homo sapiens,P00734
,Hirudo medicinalis,P09945
1TN6,Homo sapiens,P49356
,Homo sapiens,P49354
1TOM,Homo sapiens,P00734
,Homo sapiens,P00734
,Hirudo medicinalis,P28507
1TT5,Homo sapiens,Q13564
,Homo sapiens,Q8TBC4
,Homo sapiens,P61081
1TVB,Homo sapiens,P04439
,Homo sapiens,P61769
,,P40967
1TVH,Homo sapiens,P04439
,Homo sapiens,P61769
,,P40967
1TWX,Homo sapiens,P00734
,Homo sapiens,P00734
,,P28504
1TZH,Homo sapiens,P15692
,Mus musculus,
,Mus musculus,
1TZI,Mus musculus,
,Mus musculus,
,Homo sapiens,P15692
1TZS,Homo sapiens,P14091
,Homo sapiens,P14091
,,5834246
1U0N,Homo sapiens,P04275
,Bothrops jararaca,P22029
,Bothrops jararaca,P22030
,Homo sapiens,P07359
1U35,Homo sapiens,
,Mus musculus,P68433
,Mus musculus,P62806
,Homo sapiens,O75367
,Mus musculus,Q9D2U9
1U6G,Homo sapiens,Q13616
,Homo sapiens,P62877
,Homo sapiens,Q86VP6
1UEX,Bitis arietans,Q7LZK5
,Bitis arietans,Q7LZK8
,Homo sapiens,P04275
1UHL,Homo sapiens,P28702
,Homo sapiens,Q13133
,,Q15596
1UJ3,Homo sapiens,
,Homo sapiens,
,Homo sapiens,P13726
1UMA,Homo sapiens,P00734
,Homo sapiens,P00734
,Hirudo medicinalis,P01050
1UPN,Homo sapiens,P08174
,Echovirus E11,Q8JKE8
,Echovirus E11,Q8JKE8
,Echovirus E11,Q8JKE8
,Echovirus E11,Q8JKE8
1URC,Homo sapiens,P24941
,Homo sapiens,P20248
,synthetic construct,
1UVQ,Homo sapiens,E9PMV2
,Homo sapiens,P01920
,Homo sapiens,O43612
1UXS,Homo sapiens,P01889
,Homo sapiens,P61769
,Human gammaherpesvirus 4,P13285
1UXW,Homo sapiens,P01889
,Homo sapiens,P61769
,Human gammaherpesvirus 4,P13285
1V7M,Mus musculus,
,Homo sapiens,P40225
,Mus musculus,
1V7N,Mus musculus,
,Mus musculus,
,Homo sapiens,P40225
1V7P,Echis multisquamatus,Q7T2Q1
,Echis multisquamatus,Q7T2Q0
,Homo sapiens,P17301
1V9U,rhinovirus A2,P04936
,rhinovirus A2,P04936
,rhinovirus A2,P04936
,rhinovirus A2,P04936
,Homo sapiens,P98155
1VCB,Homo sapiens,Q15370
,Homo sapiens,Q15369
,Homo sapiens,P40337
1VGK,Mus musculus,P01902
,Homo sapiens,P61769
1VR1,Homo sapiens,P00734
,Homo sapiens,P00734
,Hirudo medicinalis,P01050
1VZQ,Homo sapiens,P00734
,Hirudo medicinalis,P28504
,Homo sapiens,P00734
1W0V,Homo sapiens,P01889
,Homo sapiens,P61769
,Homo sapiens,P47974
1W0W,Homo sapiens,P01889
,Homo sapiens,P61769
,Homo sapiens,P47974
1W0Y,Homo sapiens,P08709
,Homo sapiens,P08709
,Homo sapiens,P13726
1W2K,Homo sapiens,P08709
,Homo sapiens,P08709
,Homo sapiens,P13726
1W72,Homo sapiens,P04439
,Homo sapiens,P61769
,Homo sapiens,P43355
,Homo sapiens,
,Homo sapiens,
1W7G,Homo sapiens,P00734
,Hirudo medicinalis,P09945
,Homo sapiens,P00734
1W80,Mus musculus,P17427
,Homo sapiens,O43426
,Homo sapiens,O43426
1WAA,Homo sapiens,Q8WZ42
,Homo sapiens,Q8WZ42
,Homo sapiens,Q8WZ42
1WAY,Homo sapiens,P00734
,Homo sapiens,P00734
,Hirudo medicinalis,P01050
1WBG,Homo sapiens,P00734
,Homo sapiens,P00734
,Hirudo medicinalis,P09945
1WQV,Homo sapiens,P08709
,Homo sapiens,P08709
,Homo sapiens,P13726
1WSS,Homo sapiens,P08709
,Homo sapiens,P08709
,Homo sapiens,P13726
1WTG,Homo sapiens,P08709
,Homo sapiens,P08709
,Homo sapiens,P13726
1WUN,Homo sapiens,P08709
,Homo sapiens,P08709
,Homo sapiens,P13726
1WV7,Homo sapiens,P08709
,Homo sapiens,P08709
,Homo sapiens,P13726
1X7Q,Homo sapiens,P04439
,Homo sapiens,P61769
,,P59595
1XD2,Homo sapiens,P01112
,Homo sapiens,P01112
,Homo sapiens,Q07889
1XH3,Homo sapiens,P01889
,Homo sapiens,P61769
1XIW,Homo sapiens,P07766
,Homo sapiens,P04234
,Mus musculus,PH0888
,Mus musculus,PH0887
1XLS,Homo sapiens,P19793
,Mus musculus,O35627
,Rattus norvegicus,Q9WUI9
1XR8,Homo sapiens,P01889
,Homo sapiens,P61769
,,P12977
1XR9,Homo sapiens,P01889
,Homo sapiens,P61769
,,P51965
1XV9,Homo sapiens,P19793
,Homo sapiens,Q14994
,Homo sapiens,Q15788
1XVP,Homo sapiens,P19793
,Homo sapiens,Q14994
,Homo sapiens,Q15788
1XWD,Homo sapiens,P01225
,Homo sapiens,P23945
,Homo sapiens,P01215
1Y8R,Homo sapiens,Q9UBE0
,Homo sapiens,Q9UBT2
,Homo sapiens,P63165
1YDP,Homo sapiens,P17693
,Homo sapiens,P61769
,synthetic construct,P16104
1YJD,Mus musculus,
,Mus musculus,
,Homo sapiens,P10747
1YMM,Homo sapiens,P01903
,Homo sapiens,P01911
,,P02686
,Homo sapiens,P01848
,Homo sapiens,P01850
1YPE,Homo sapiens,P00734
,Homo sapiens,P00734
,Hirudo medicinalis,P01050
1YPG,Homo sapiens,P00734
,Homo sapiens,P00734
,Hirudo medicinalis,P01050
1YPJ,Homo sapiens,P00734
,Homo sapiens,P00734
,Hirudo medicinalis,P01050
1YPK,Homo sapiens,P00734
,Homo sapiens,P00734
,Hirudo medicinalis,P01050
1YPL,Homo sapiens,P00734
,Homo sapiens,P00734
,Hirudo medicinalis,P01050
1YPM,Homo sapiens,P00734
,Homo sapiens,P00734
,Hirudo medicinalis,P01050
1YPZ,Mus musculus,Q9BCZ1
,Homo sapiens,P61769
,Mus musculus,
,Mus musculus,P06334
1YY9,Homo sapiens,P00533
,"Mus musculus, Homo sapiens",
,"Mus musculus, Homo sapiens",
1YYL,Human immunodeficiency virus 1,P35961
,Homo sapiens,
,Homo sapiens,
,synthetic construct,
1YYM,Human immunodeficiency virus 1,P35961
,Homo sapiens,
,Homo sapiens,
,synthetic construct,
1Z5S,Homo sapiens,P63279
,Homo sapiens,P63165
,Homo sapiens,P46060
,Homo sapiens,P49792
1Z6J,Homo sapiens,P08709
,Homo sapiens,P08709
,Homo sapiens,P13726
1Z7Z,Coxsackievirus A21,Q7T7N6
,Coxsackievirus A21,Q7T7N6
,Coxsackievirus A21,Q7T7N6
,Coxsackievirus A21,P22055
,Coxsackievirus A21,33304569
,Homo sapiens,P05362
1ZA3,Homo sapiens,
,Homo sapiens,
,Homo sapiens,O14763
1ZGL,Homo sapiens,P01903
,Homo sapiens,Q30154
,Homo sapiens,P02686
,Homo sapiens,P01848
,Homo sapiens,P01850
1ZHK,Homo sapiens,P01889
,Homo sapiens,P61769
1ZHL,Homo sapiens,P01889
,Homo sapiens,P61769
1ZLA,Homo sapiens,
,Xenopus laevis,P84233
,Xenopus laevis,P62799
,Expression vector pET3-H2A,P06897
,,Q9DUM3
,Xenopus laevis,P02281
1ZSD,Homo sapiens,P01889
,Homo sapiens,P61769
,,P03206
1ZVS,Macaca mulatta,41393038
,Homo sapiens,P61769
2A1T,Homo sapiens,P11310
,Homo sapiens,P38117
,Homo sapiens,P13804
2A2Q,Homo sapiens,P08709
,Homo sapiens,P08709
,Homo sapiens,P13726
2A2X,,
,Homo sapiens,P00734
,Homo sapiens,P00734
2A45,Homo sapiens,P00734
,Homo sapiens,P00734
,Homo sapiens,P02671
,Homo sapiens,P02675
,Homo sapiens,P02679
2A74,Homo sapiens,P01024
,Homo sapiens,P01024
,Homo sapiens,P01024
2A83,Homo sapiens,P01889
,Homo sapiens,P61769
,,P47871
2ADF,Homo sapiens,P04275
,Mus musculus,P84751
,Mus musculus,
2AEI,Homo sapiens,P08709
,Homo sapiens,P08709
,Homo sapiens,P13726
2AER,Homo sapiens,P08709
,Homo sapiens,P08709
,Homo sapiens,P13726
2AGH,Mus musculus,P06876
,Mus musculus,P45481
,Homo sapiens,Q03164
2AK4,Homo sapiens,P01889
,Homo sapiens,P61769
,,P03206
,Homo sapiens,P01848
,Homo sapiens,P01850
2ANK,Homo sapiens,P00734
,Homo sapiens,P00734
2ASS,Homo sapiens,P63208
,Homo sapiens,Q13309
,Homo sapiens,P61024
2AST,Homo sapiens,P63208
,Homo sapiens,Q13309
,Homo sapiens,P61024
,,P46527
2AV1,Homo sapiens,P04439
,Homo sapiens,P61769
,Human T-cell lymphotrophic virus type 1 (Caribbean isolate),P14079
2AV7,Homo sapiens,P04439
,Homo sapiens,P61769
,Human T-cell lymphotrophic virus type 1 (Caribbean isolate),P14079
2AXF,Homo sapiens,P01889
,Homo sapiens,P61769
,,P03206
2AXG,Homo sapiens,P01889
,Homo sapiens,P61769
,,P03206
2AZE,Homo sapiens,Q14186
,Homo sapiens,Q01094
,Homo sapiens,P06400
2B0S,Homo sapiens,
,Homo sapiens,
,,P05877
2B1A,Homo sapiens,
,Homo sapiens,
,,Q90VI2
2B2T,Homo sapiens,O14646
,Homo sapiens,O14646
,,P68431
2B2U,Homo sapiens,O14646
,Homo sapiens,O14646
,,P68431
2B2V,Homo sapiens,O14646
,Homo sapiens,O14646
,,P68431
2B2W,Homo sapiens,O14646
,Homo sapiens,O14646
,,P68431
2B4C,Human immunodeficiency virus 1,Q75760
,Homo sapiens,P01730
,Homo sapiens,
,Homo sapiens,
2B5I,Homo sapiens,P60568
,Homo sapiens,P14784
,Homo sapiens,P31785
,Homo sapiens,P01589
2B5T,Homo sapiens,P00734
,Homo sapiens,P00734
,Homo sapiens,P01008
2B7D,Homo sapiens,P08709
,Homo sapiens,P08709
,Homo sapiens,P13726
2B8O,Homo sapiens,P08709
,Homo sapiens,P08709
,Homo sapiens,P13726
2BCK,Homo sapiens,P04439
,Homo sapiens,P61769
,,O14746
2BEU,Homo sapiens,P12694
,Homo sapiens,P21953
,synthetic construct,
2BEV,Homo sapiens,P12694
,Homo sapiens,P21953
,synthetic construct,
2BEW,Homo sapiens,P12694
,Homo sapiens,P21953
,synthetic construct,
2BGN,Homo sapiens,P27487
,Bos taurus,P56658
,Human immunodeficiency virus 1,P12506
2BJ4,Homo sapiens,P03372
,Homo sapiens,P03372
,synthetic construct,
2BNQ,Homo sapiens,P04439
,Homo sapiens,P61769
,Homo sapiens,P78358
,Homo sapiens,"A0A0B4J279, P01848"
,Homo sapiens,"A0A0K0K1A5, P01850"
2BNR,Homo sapiens,P04439
,Homo sapiens,P61769
,Homo sapiens,P78358
,Homo sapiens,"A0A0B4J279, P01848"
,Homo sapiens,"A0A0K0K1A5, P01850"
2BSR,Homo sapiens,P01889
,Homo sapiens,P61769
,Human gammaherpesvirus 4,P03204
2BSS,Homo sapiens,P01889
,Homo sapiens,P61769
,Human immunodeficiency virus,Q98Y46
2BST,Homo sapiens,P01889
,Homo sapiens,P61769
,Influenza A virus,P03466
2BVO,Homo sapiens,P01889
,Homo sapiens,P61769
,Human immunodeficiency virus 1,Q70A61
2BVP,Homo sapiens,P01889
,Homo sapiens,P61769
,Human immunodeficiency virus,Q8URG0
2BVQ,Homo sapiens,P01889
,Homo sapiens,P61769
,Human immunodeficiency virus,Q70A61
2BVR,Homo sapiens,P00734
,Hirudo medicinalis,P09945
,Homo sapiens,P00734
2BVS,Homo sapiens,P00734
,Hirudo medicinalis,P09945
,Homo sapiens,P00734
2BVX,Homo sapiens,P00734
,Hirudo medicinalis,P09945
,Homo sapiens,P00734
2BXT,Homo sapiens,P00734
,Hirudo medicinalis,P09945
,Homo sapiens,P00734
2BXU,Homo sapiens,P00734
,Hirudo medicinalis,P09945
,Homo sapiens,P00734
2C1E,Homo sapiens,P42574
,Homo sapiens,P42574
,synthetic construct,
2C2K,Homo sapiens,P42574
,Homo sapiens,P42574
,synthetic construct,
2C2M,Homo sapiens,P42574
,Homo sapiens,P42574
,synthetic construct,
2C2O,synthetic construct,
,Homo sapiens,P42574
,Homo sapiens,P42574
2C2V,Homo sapiens,P61088
,Homo sapiens,Q13404
,Mus musculus,Q9WUD1
2C2Z,Homo sapiens,Q14790
,Homo sapiens,Q14790
,synthetic construct,
2C4F,Homo sapiens,P08709
,Homo sapiens,P08709
,Homo sapiens,P13726
,Homo sapiens,P13726
2C5V,Homo sapiens,P24941
,Homo sapiens,P20248
,synthetic construct,
2C7U,Homo sapiens,P04439
,Homo sapiens,P61769
,Human immunodeficiency virus 1,O11822
2C8I,Echovirus E11,P29813
,Echovirus E11,P29813
,Echovirus E11,P29813
,Echovirus E11,P29813
,Homo sapiens,P08174
2C8W,Hirudo medicinalis,P09945
,Homo sapiens,P00734
,Homo sapiens,P00734
2C8X,Homo sapiens,P00734
,Homo sapiens,P00734
,Hirudo medicinalis,P09945
2C8Y,Homo sapiens,P00734
,Homo sapiens,P00734
,Hirudo medicinalis,P09945
2C8Z,Homo sapiens,P00734
,Homo sapiens,P00734
,Hirudo medicinalis,P09945
2C90,Homo sapiens,P00734
,Homo sapiens,P00734
,Hirudo medicinalis,P09945
2C93,Hirudo medicinalis,P09945
,Homo sapiens,P00734
,Homo sapiens,P00734
2C9W,Homo sapiens,O14508
,Homo sapiens,Q15370
,Homo sapiens,Q15369
2CCH,Homo sapiens,P24941
,Homo sapiens,P20248
,Homo sapiens,Q99741
2CCI,Homo sapiens,P24941
,Homo sapiens,P20248
,Homo sapiens,Q99741
2CDR,Homo sapiens,P42574
,Homo sapiens,P42574
,Homo sapiens,
2CF8,Homo sapiens,P00734
,Hirudo medicinalis,P28508
,Homo sapiens,P00734
2CF9,Homo sapiens,P00734
,Hirudo medicinalis,P28508
,Homo sapiens,P00734
2CII,Mus musculus,P01899
,Homo sapiens,P61769
,Human respirovirus 1,P26590
2CIK,Homo sapiens,P33260
,Homo sapiens,O19626
,Homo sapiens,P61769
2CJX,Homo sapiens,P42574
,Homo sapiens,P42574
,synthetic construct,
2CJY,Homo sapiens,P42574
,Homo sapiens,P42574
,synthetic construct,
2CLR,Homo sapiens,P04439
,Homo sapiens,P61769
,Homo sapiens,P27797
2CMR,Homo sapiens,
,Human immunodeficiency virus 1,D0VWW0
,Homo sapiens,
2CN0,Homo sapiens,P00734
,Hirudo medicinalis,P09945
,Homo sapiens,P00734
2CNK,Homo sapiens,P42574
,Homo sapiens,P42574
,synthetic construct,
2CNL,Homo sapiens,P42574
,Homo sapiens,P42574
,synthetic construct,
2CNN,Homo sapiens,P42574
,Homo sapiens,P42574
,synthetic construct,
2CNO,Homo sapiens,P42574
,Homo sapiens,P42574
,synthetic construct,
2CO0,Homo sapiens,P61964
,Homo sapiens,P68431
,Homo sapiens,P61964
2CV5,,
,Homo sapiens,P68431
,Homo sapiens,P62805
,Homo sapiens,P04908
,Homo sapiens,O60814
2D26,Homo sapiens,P01009
,Homo sapiens,P01009
,Sus scrofa,P00772
2D31,Homo sapiens,P17693
,Homo sapiens,P61769
,Homo sapiens,P16104
2DD8,Homo sapiens,
,Homo sapiens,Q8N355
,Severe acute respiratory syndrome-related coronavirus,P59594
2DJF,Homo sapiens,P53634
,Homo sapiens,P53634
,Homo sapiens,P53634
2DJG,Homo sapiens,P53634
,Homo sapiens,P53634
,Homo sapiens,P53634
2DKO,Homo sapiens,P42574
,Homo sapiens,P42574
2DSQ,Homo sapiens,P22692
,Homo sapiens,Q9NP10
,Homo sapiens,P08833
2DSR,Homo sapiens,P05019
,Homo sapiens,P22692
,Homo sapiens,P22692
2DYP,Homo sapiens,P17693
,Homo sapiens,P61769
,,P16104
,Homo sapiens,Q8N423
2E9X,Homo sapiens,Q14691
,Homo sapiens,Q9Y248
,Homo sapiens,Q9BRX5
,Homo sapiens,Q9BRT9
2EC9,Homo sapiens,P13726
,Homo sapiens,P08709
,Homo sapiens,P08709
,Homo sapiens,P13726
2EHO,Homo sapiens,Q9BRT9
,Homo sapiens,Q14691
,Homo sapiens,Q9Y248
,Homo sapiens,Q9BRX5
2EIZ,Homo sapiens,
,Homo sapiens,
,Gallus gallus,P00698
2EKS,Homo sapiens,
,Homo sapiens,
,Gallus gallus,P00698
2ERJ,Homo sapiens,P01589
,Homo sapiens,P14784
,Homo sapiens,P31785
,Homo sapiens,P60568
2ESG,Homo sapiens,
,Homo sapiens,P01876
,Homo sapiens,P02768
2ESV,Homo sapiens,P13747
,Homo sapiens,P61769
,,P16780
,Homo sapiens,P01848
,Homo sapiens,P01850
2F53,Homo sapiens,P04439
,Homo sapiens,P61769
,,P78358
,Homo sapiens,P01848
,Homo sapiens,
2F54,Homo sapiens,P04439
,Homo sapiens,P61769
,,P78358
,Homo sapiens,P01848
,Homo sapiens,P01850
2F5B,Homo sapiens,
,Homo sapiens,
,,Q75760
2F74,Mus musculus,P01899
,Homo sapiens,P61769
2F8N,Homo sapiens,
,Xenopus laevis,P84233
,Xenopus laevis,P62799
,Mus musculus,Q9D2U9
,Xenopus laevis,P02281
,Homo sapiens,O75367
,Mus musculus,Q8CGP6
2F8X,,
,Homo sapiens,Q06330
,Homo sapiens,P46531
,Homo sapiens,Q92585
2F9B,Homo sapiens,P08709
,Homo sapiens,P08709
,Homo sapiens,P13726
2FD6,Homo sapiens,P00749
,Mus musculus,Q52L64
,Mus musculus,Q924Q0
,Homo sapiens,Q03405
2FEC,Escherichia coli,P37019
,Homo sapiens,
,Homo sapiens,
2FED,Escherichia coli,P37019
,Homo sapiens,
,Homo sapiens,
2FEE,Escherichia coli,P37019
,Homo sapiens,
,Homo sapiens,
2FEQ,Homo sapiens,P00734
,Homo sapiens,P00734
,Hirudo medicinalis,
2FES,Hirudo medicinalis,
,Homo sapiens,P00734
,Homo sapiens,P00734
2FF3,Homo sapiens,P06396
,Homo sapiens,O00401
,Oryctolagus cuniculus,P68135
2FF6,Homo sapiens,P06396
,Drosophila melanogaster,Q8IRS7
,Oryctolagus cuniculus,P68135
2FFD,Homo sapiens,P02671
,Homo sapiens,P02675
,Homo sapiens,P02679
2FIR,Homo sapiens,P08709
,Homo sapiens,P08709
,Homo sapiens,P13726
2FJG,Homo sapiens,
,Homo sapiens,P15692
,Homo sapiens,
2FJH,Homo sapiens,
,Homo sapiens,P15692
,Homo sapiens,
2FLB,Homo sapiens,P13726
,Homo sapiens,P08709
,Homo sapiens,P08709
2FLR,Homo sapiens,P08709
,Homo sapiens,P08709
,Homo sapiens,P13726
2FSE,Homo sapiens,P01903
,Mus musculus,P01911
,Homo sapiens,P02458
2FX7,Homo sapiens,
,Homo sapiens,
,,P05880
2FX8,Homo sapiens,
,Homo sapiens,
,,P05880
2FX9,Homo sapiens,
,Homo sapiens,
,,P05880
2FYY,Homo sapiens,O19626
,Homo sapiens,P61769
,,P03211
2FZ3,Homo sapiens,O19626
,Homo sapiens,P61769
,,P03211
2G30,Homo sapiens,P63010
,,Q5SW96
2G9H,Homo sapiens,P01903
,Homo sapiens,P01911
,,P04664
,Staphylococcus aureus,Q52T95
2GD4,Homo sapiens,P00742
,Homo sapiens,P00742
,Homo sapiens,P01008
2GDE,Hirudo medicinalis,P01050
,Homo sapiens,P00734
,Homo sapiens,P00734
2GIT,Homo sapiens,P04439
,Homo sapiens,P61769
2GJ6,Homo sapiens,P04439
,Homo sapiens,P61769
,Homo sapiens,P01848
,Homo sapiens,P01850
2GK1,Homo sapiens,P06865
,Homo sapiens,P06865
,Homo sapiens,P07686
,Homo sapiens,P07686
,Homo sapiens,P07686
2GL7,Homo sapiens,P35222
,Homo sapiens,Q9NQB0
,Homo sapiens,O00512
